packet_no,timestamp,src_ip,dst_ip,src_port,dst_port,transport_proto,tcp_seq,tcp_flags,additional,bytes_transferred
314,1728941764068,192.168.29.130,146.75.29.140,35178,443,TCP,1337806330,A,'',54
315,1728941764068,192.168.29.130,146.75.29.140,35178,443,TCP,1337806330,PA,'',85
316,1728941764068,146.75.29.140,192.168.29.130,443,35178,TCP,1320888642,A,'',60
317,1728941764069,192.168.29.130,146.75.29.140,35178,443,TCP,1337806361,PA,'',89
318,1728941764069,146.75.29.140,192.168.29.130,443,35178,TCP,1320888642,A,'',60
319,1728941764069,192.168.29.130,146.75.29.140,35178,443,TCP,1337806396,PA,'',89
320,1728941764069,146.75.29.140,192.168.29.130,443,35178,TCP,1320888642,A,'',60
321,1728941764070,192.168.29.130,146.75.29.140,35178,443,TCP,1337806431,PA,'',89
322,1728941764070,146.75.29.140,192.168.29.130,443,35178,TCP,1320888642,A,'',60
323,1728941764071,146.75.29.140,192.168.29.130,443,35178,TCP,1320888642,PA,'',4230
324,1728941764071,192.168.29.130,146.75.29.140,35178,443,TCP,1337806466,A,'',54
325,1728941764072,146.75.29.140,192.168.29.130,443,35178,TCP,1320892818,PA,'',3577
326,1728941764072,146.75.29.140,192.168.29.130,443,35178,TCP,1320896341,PA,'',4230
327,1728941764072,192.168.29.130,146.75.29.140,35178,443,TCP,1337806466,A,'',54
328,1728941764072,192.168.29.130,146.75.29.140,35178,443,TCP,1337806466,A,'',54
329,1728941764073,146.75.29.140,192.168.29.130,443,35178,TCP,1320900517,PA,'',2490
330,1728941764073,192.168.29.130,146.75.29.140,35178,443,TCP,1337806466,A,'',54
331,1728941764079,146.75.29.140,192.168.29.130,443,35196,TCP,1073166421,PA,'',4302
332,1728941764079,192.168.29.130,146.75.29.140,35196,443,TCP,4270674228,A,'',54
333,1728941764079,146.75.29.140,192.168.29.130,443,35180,TCP,878904281,PA,'',4302
334,1728941764079,192.168.29.130,146.75.29.140,35180,443,TCP,3892874739,A,'',54
335,1728941764079,192.168.29.130,146.75.37.140,54824,443,TCP,2104512694,A,'',54
336,1728941764085,146.75.29.140,192.168.29.130,443,35178,TCP,1320902953,PA,'',3336
337,1728941764085,192.168.29.130,146.75.29.140,35178,443,TCP,1337806466,A,'',54
338,1728941764087,192.168.29.130,146.75.29.140,35180,443,TCP,3892874739,PA,'',118
339,1728941764087,146.75.29.140,192.168.29.130,443,35180,TCP,878908529,A,'',60
340,1728941764087,192.168.29.130,146.75.29.140,35196,443,TCP,4270674228,PA,'',118
341,1728941764087,146.75.29.140,192.168.29.130,443,35196,TCP,1073170669,A,'',60
342,1728941764088,192.168.29.130,146.75.29.140,35180,443,TCP,3892874803,PA,'',224
343,1728941764088,146.75.29.140,192.168.29.130,443,35180,TCP,878908529,A,'',60
344,1728941764088,192.168.29.130,146.75.29.140,35196,443,TCP,4270674292,PA,'',241
345,1728941764088,146.75.29.140,192.168.29.130,443,35196,TCP,1073170669,A,'',60
346,1728941764089,192.168.29.130,146.75.29.140,35196,443,TCP,4270674479,PA,'',78
347,1728941764089,192.168.29.130,146.75.29.140,35196,443,TCP,4270674503,FA,'',54
348,1728941764089,146.75.29.140,192.168.29.130,443,35196,TCP,1073170669,A,'',60
349,1728941764089,146.75.29.140,192.168.29.130,443,35196,TCP,1073170669,A,'',60
350,1728941764104,146.75.29.140,192.168.29.130,443,35196,TCP,1073170669,PA,'',78
351,1728941764104,192.168.29.130,146.75.29.140,35196,443,TCP,4270674504,R,'',54
352,1728941764116,146.75.29.140,192.168.29.130,443,35180,TCP,878908529,PA,'',119
353,1728941764116,192.168.29.130,146.75.29.140,35180,443,TCP,3892874973,PA,'',85
354,1728941764116,146.75.29.140,192.168.29.130,443,35180,TCP,878908594,A,'',60
355,1728941764147,146.75.37.140,192.168.29.130,443,54824,TCP,396703633,PA,'',3661
356,1728941764147,192.168.29.130,146.75.37.140,54824,443,TCP,2104512694,A,'',54
357,1728941764147,146.75.37.140,192.168.29.130,443,54824,TCP,396707240,PA,'',844
358,1728941764147,192.168.29.130,146.75.37.140,54824,443,TCP,2104512694,A,'',54
359,1728941764310,192.168.29.130,192.168.29.2,42417,53,UDP,N/A,N/A,'',87
360,1728941764310,192.168.29.130,192.168.29.2,42417,53,UDP,N/A,N/A,'',87
361,1728941764326,192.168.29.2,192.168.29.130,53,42417,UDP,N/A,N/A,'',115
362,1728941764326,192.168.29.2,192.168.29.130,53,42417,UDP,N/A,N/A,'',103
363,1728941764327,192.168.29.130,172.253.122.95,48886,443,TCP,2081547014,S,'',74
364,1728941764342,172.253.122.95,192.168.29.130,443,48886,TCP,75697614,SA,'',60
365,1728941764342,192.168.29.130,172.253.122.95,48886,443,TCP,2081547015,A,'',54
366,1728941764343,192.168.29.130,172.253.122.95,48886,443,TCP,2081547015,PA,'',729
367,1728941764343,172.253.122.95,192.168.29.130,443,48886,TCP,75697615,A,'',60
368,1728941764367,172.253.122.95,192.168.29.130,443,48886,TCP,75697615,PA,'',2878
369,1728941764367,172.253.122.95,192.168.29.130,443,48886,TCP,75700439,PA,'',1727
370,1728941764367,192.168.29.130,172.253.122.95,48886,443,TCP,2081547690,A,'',54
371,1728941764367,192.168.29.130,172.253.122.95,48886,443,TCP,2081547690,A,'',54
372,1728941764372,192.168.29.130,146.75.29.140,35178,443,TCP,1337806466,PA,'',202
373,1728941764373,146.75.29.140,192.168.29.130,443,35178,TCP,1320906235,A,'',60
374,1728941764373,192.168.29.130,146.75.29.140,35178,443,TCP,1337806614,PA,'',161
375,1728941764373,146.75.29.140,192.168.29.130,443,35178,TCP,1320906235,A,'',60
376,1728941764373,192.168.29.130,146.75.29.140,35178,443,TCP,1337806721,PA,'',89
377,1728941764373,146.75.29.140,192.168.29.130,443,35178,TCP,1320906235,A,'',60
378,1728941764374,192.168.29.130,146.75.29.140,35178,443,TCP,1337806756,PA,'',152
379,1728941764374,192.168.29.130,146.75.29.140,35178,443,TCP,1337806854,PA,'',89
380,1728941764374,146.75.29.140,192.168.29.130,443,35178,TCP,1320906235,A,'',60
381,1728941764374,146.75.29.140,192.168.29.130,443,35178,TCP,1320906235,A,'',60
382,1728941764375,192.168.29.130,146.75.29.140,35178,443,TCP,1337806889,PA,'',89
383,1728941764375,146.75.29.140,192.168.29.130,443,35178,TCP,1320906235,A,'',60
384,1728941764380,192.168.29.130,146.75.29.140,35178,443,TCP,1337806924,PA,'',153
385,1728941764380,146.75.29.140,192.168.29.130,443,35178,TCP,1320906235,A,'',60
386,1728941764381,192.168.29.130,146.75.29.140,35178,443,TCP,1337807023,PA,'',89
387,1728941764381,146.75.29.140,192.168.29.130,443,35178,TCP,1320906235,A,'',60
388,1728941764382,192.168.29.130,146.75.29.140,35178,443,TCP,1337807058,PA,'',157
389,1728941764382,146.75.29.140,192.168.29.130,443,35178,TCP,1320906235,A,'',60
390,1728941764382,192.168.29.130,146.75.29.140,35178,443,TCP,1337807161,PA,'',151
391,1728941764383,146.75.29.140,192.168.29.130,443,35178,TCP,1320906235,A,'',60
392,1728941764383,192.168.29.130,146.75.29.140,35178,443,TCP,1337807258,PA,'',89
393,1728941764383,146.75.29.140,192.168.29.130,443,35178,TCP,1320906235,A,'',60
394,1728941764383,192.168.29.130,146.75.29.140,35178,443,TCP,1337807293,PA,'',148
395,1728941764383,146.75.29.140,192.168.29.130,443,35178,TCP,1320906235,A,'',60
396,1728941764383,192.168.29.130,146.75.29.140,35178,443,TCP,1337807387,PA,'',89
397,1728941764383,146.75.29.140,192.168.29.130,443,35178,TCP,1320906235,A,'',60
398,1728941764384,192.168.29.130,146.75.29.140,35178,443,TCP,1337807422,PA,'',89
399,1728941764384,146.75.29.140,192.168.29.130,443,35178,TCP,1320906235,A,'',60
400,1728941764385,146.75.29.140,192.168.29.130,443,35178,TCP,1320906235,PA,'',160
401,1728941764385,146.75.29.140,192.168.29.130,443,35178,TCP,1320906341,PA,'',4230
402,1728941764385,192.168.29.130,146.75.29.140,35178,443,TCP,1337807457,A,'',54
403,1728941764386,192.168.29.130,146.75.29.140,35178,443,TCP,1337807457,PA,'',155
404,1728941764386,146.75.29.140,192.168.29.130,443,35178,TCP,1320910517,A,'',60
405,1728941764386,192.168.29.130,146.75.29.140,35178,443,TCP,1337807558,PA,'',89
406,1728941764386,146.75.29.140,192.168.29.130,443,35178,TCP,1320910517,A,'',60
407,1728941764388,146.75.29.140,192.168.29.130,443,35178,TCP,1320910517,PA,'',12582
408,1728941764388,192.168.29.130,146.75.29.140,35178,443,TCP,1337807593,A,'',54
409,1728941764389,146.75.29.140,192.168.29.130,443,35178,TCP,1320923045,PA,'',4230
410,1728941764389,192.168.29.130,146.75.29.140,35178,443,TCP,1337807593,A,'',54
411,1728941764389,192.168.29.130,146.75.29.140,35178,443,TCP,1337807593,PA,'',155
412,1728941764389,146.75.29.140,192.168.29.130,443,35178,TCP,1320927221,A,'',60
413,1728941764389,146.75.29.140,192.168.29.130,443,35178,TCP,1320927221,PA,'',1446
414,1728941764389,192.168.29.130,146.75.29.140,35178,443,TCP,1337807694,PA,'',89
415,1728941764389,146.75.29.140,192.168.29.130,443,35178,TCP,1320928613,A,'',60
416,1728941764390,192.168.29.130,146.75.29.140,35178,443,TCP,1337807729,PA,'',151
417,1728941764390,146.75.29.140,192.168.29.130,443,35178,TCP,1320928613,A,'',60
418,1728941764390,192.168.29.130,146.75.29.140,35178,443,TCP,1337807826,PA,'',157
419,1728941764390,146.75.29.140,192.168.29.130,443,35178,TCP,1320928613,A,'',60
420,1728941764390,192.168.29.130,146.75.29.140,35178,443,TCP,1337807929,PA,'',89
421,1728941764390,146.75.29.140,192.168.29.130,443,35178,TCP,1320928613,A,'',60
422,1728941764391,192.168.29.130,146.75.29.140,35178,443,TCP,1337807964,PA,'',89
423,1728941764391,146.75.29.140,192.168.29.130,443,35178,TCP,1320928613,A,'',60
424,1728941764391,146.75.29.140,192.168.29.130,443,35178,TCP,1320928613,PA,'',1730
425,1728941764391,192.168.29.130,146.75.29.140,35178,443,TCP,1337807999,A,'',54
426,1728941764392,192.168.29.130,146.75.29.140,35178,443,TCP,1337807999,PA,'',150
427,1728941764392,146.75.29.140,192.168.29.130,443,35178,TCP,1320930289,A,'',60
428,1728941764392,192.168.29.130,146.75.29.140,35178,443,TCP,1337808095,PA,'',150
429,1728941764392,146.75.29.140,192.168.29.130,443,35178,TCP,1320930289,A,'',60
430,1728941764392,192.168.29.130,146.75.29.140,35178,443,TCP,1337808191,PA,'',89
431,1728941764393,146.75.29.140,192.168.29.130,443,35178,TCP,1320930289,A,'',60
432,1728941764393,192.168.29.130,146.75.29.140,35178,443,TCP,1337808226,PA,'',159
433,1728941764393,192.168.29.130,146.75.29.140,35178,443,TCP,1337808331,PA,'',89
434,1728941764393,146.75.29.140,192.168.29.130,443,35178,TCP,1320930289,A,'',60
435,1728941764393,146.75.29.140,192.168.29.130,443,35178,TCP,1320930289,A,'',60
436,1728941764393,192.168.29.130,146.75.29.140,35178,443,TCP,1337808366,PA,'',150
437,1728941764393,192.168.29.130,146.75.29.140,35178,443,TCP,1337808462,PA,'',89
438,1728941764393,146.75.29.140,192.168.29.130,443,35178,TCP,1320930289,A,'',60
439,1728941764393,146.75.29.140,192.168.29.130,443,35178,TCP,1320930289,A,'',60
440,1728941764396,192.168.29.130,146.75.29.140,35178,443,TCP,1337808497,PA,'',141
441,1728941764396,146.75.29.140,192.168.29.130,443,35178,TCP,1320930289,A,'',60
442,1728941764396,192.168.29.130,146.75.29.140,35178,443,TCP,1337808584,PA,'',89
443,1728941764396,146.75.29.140,192.168.29.130,443,35178,TCP,1320930289,A,'',60
444,1728941764398,192.168.29.130,146.75.29.140,35178,443,TCP,1337808619,PA,'',89
445,1728941764398,146.75.29.140,192.168.29.130,443,35178,TCP,1320930289,A,'',60
446,1728941764404,192.168.29.130,146.75.29.140,35178,443,TCP,1337808654,PA,'',148
447,1728941764404,192.168.29.130,192.168.29.2,34862,53,UDP,N/A,N/A,'',70
448,1728941764404,192.168.29.130,192.168.29.2,34862,53,UDP,N/A,N/A,'',70
449,1728941764404,146.75.29.140,192.168.29.130,443,35178,TCP,1320930289,A,'',60
450,1728941764404,192.168.29.130,146.75.29.140,35178,443,TCP,1337808748,PA,'',143
451,1728941764405,146.75.29.140,192.168.29.130,443,35178,TCP,1320930289,A,'',60
452,1728941764405,192.168.29.130,146.75.29.140,35178,443,TCP,1337808837,PA,'',89
453,1728941764405,146.75.29.140,192.168.29.130,443,35178,TCP,1320930289,A,'',60
454,1728941764405,192.168.29.130,146.75.29.140,35178,443,TCP,1337808872,PA,'',89
455,1728941764405,146.75.29.140,192.168.29.130,443,35178,TCP,1320930289,A,'',60
456,1728941764406,146.75.29.140,192.168.29.130,443,35178,TCP,1320930289,A,'',2974
457,1728941764406,146.75.29.140,192.168.29.130,443,35178,TCP,1320933209,PA,'',715
458,1728941764406,192.168.29.130,146.75.29.140,35178,443,TCP,1337808907,A,'',54
459,1728941764406,192.168.29.130,146.75.29.140,35178,443,TCP,1337808907,PA,'',150
460,1728941764406,146.75.29.140,192.168.29.130,443,35178,TCP,1320933870,A,'',60
461,1728941764407,192.168.29.130,146.75.29.140,35178,443,TCP,1337809003,PA,'',143
462,1728941764407,146.75.29.140,192.168.29.130,443,35178,TCP,1320933870,A,'',60
463,1728941764407,192.168.29.130,146.75.29.140,35178,443,TCP,1337809092,PA,'',89
464,1728941764407,146.75.29.140,192.168.29.130,443,35178,TCP,1320933870,A,'',60
465,1728941764408,192.168.29.130,146.75.29.140,35178,443,TCP,1337809127,PA,'',89
466,1728941764408,146.75.29.140,192.168.29.130,443,35178,TCP,1320933870,A,'',60
467,1728941764411,192.168.29.130,146.75.29.140,35178,443,TCP,1337809162,PA,'',153
468,1728941764411,146.75.29.140,192.168.29.130,443,35178,TCP,1320933870,A,'',60
469,1728941764412,192.168.29.130,146.75.29.140,35178,443,TCP,1337809261,PA,'',89
470,1728941764412,146.75.29.140,192.168.29.130,443,35178,TCP,1320933870,A,'',60
471,1728941764415,192.168.29.130,146.75.29.140,35178,443,TCP,1337809296,PA,'',144
472,1728941764415,146.75.29.140,192.168.29.130,443,35178,TCP,1320933870,A,'',60
473,1728941764415,192.168.29.130,146.75.29.140,35178,443,TCP,1337809386,PA,'',151
474,1728941764415,146.75.29.140,192.168.29.130,443,35178,TCP,1320933870,A,'',60
475,1728941764415,192.168.29.130,146.75.29.140,35178,443,TCP,1337809483,PA,'',142
476,1728941764415,146.75.29.140,192.168.29.130,443,35178,TCP,1320933870,A,'',60
477,1728941764415,192.168.29.130,146.75.29.140,35178,443,TCP,1337809571,PA,'',145
478,1728941764415,146.75.29.140,192.168.29.130,443,35178,TCP,1320933870,A,'',60
479,1728941764415,192.168.29.130,146.75.29.140,35178,443,TCP,1337809662,PA,'',147
480,1728941764415,146.75.29.140,192.168.29.130,443,35178,TCP,1320933870,A,'',60
481,1728941764416,192.168.29.130,146.75.29.140,35178,443,TCP,1337809755,PA,'',145
482,1728941764416,146.75.29.140,192.168.29.130,443,35178,TCP,1320933870,A,'',60
483,1728941764417,192.168.29.130,146.75.29.140,35178,443,TCP,1337809846,PA,'',157
484,1728941764417,146.75.29.140,192.168.29.130,443,35178,TCP,1320933870,A,'',60
485,1728941764417,192.168.29.130,146.75.29.140,35178,443,TCP,1337809949,PA,'',144
486,1728941764417,146.75.29.140,192.168.29.130,443,35178,TCP,1320933870,A,'',60
487,1728941764418,192.168.29.130,146.75.29.140,35178,443,TCP,1337810039,PA,'',146
488,1728941764418,192.168.29.130,146.75.29.140,35178,443,TCP,1337810131,PA,'',89
489,1728941764418,146.75.29.140,192.168.29.130,443,35178,TCP,1320933870,A,'',60
490,1728941764418,146.75.29.140,192.168.29.130,443,35178,TCP,1320933870,A,'',60
491,1728941764418,192.168.29.130,146.75.29.140,35178,443,TCP,1337810166,PA,'',89
492,1728941764418,146.75.29.140,192.168.29.130,443,35178,TCP,1320933870,A,'',60
493,1728941764418,192.168.29.130,146.75.29.140,35178,443,TCP,1337810201,PA,'',89
494,1728941764419,146.75.29.140,192.168.29.130,443,35178,TCP,1320933870,A,'',60
495,1728941764419,192.168.29.130,146.75.29.140,35178,443,TCP,1337810236,PA,'',89
496,1728941764419,146.75.29.140,192.168.29.130,443,35178,TCP,1320933870,A,'',60
497,1728941764420,192.168.29.130,146.75.29.140,35178,443,TCP,1337810271,PA,'',89
498,1728941764420,146.75.29.140,192.168.29.130,443,35178,TCP,1320933870,A,'',60
499,1728941764420,192.168.29.130,146.75.29.140,35178,443,TCP,1337810306,PA,'',89
500,1728941764420,146.75.29.140,192.168.29.130,443,35178,TCP,1320933870,A,'',60
501,1728941764421,146.75.29.140,192.168.29.130,443,35178,TCP,1320933870,PA,'',608
502,1728941764421,192.168.29.130,146.75.29.140,35178,443,TCP,1337810341,PA,'',89
503,1728941764421,146.75.29.140,192.168.29.130,443,35178,TCP,1320934424,A,'',60
504,1728941764422,192.168.29.130,146.75.29.140,35178,443,TCP,1337810376,PA,'',139
505,1728941764422,146.75.29.140,192.168.29.130,443,35178,TCP,1320934424,A,'',60
506,1728941764422,192.168.29.130,146.75.29.140,35178,443,TCP,1337810461,PA,'',89
507,1728941764422,146.75.29.140,192.168.29.130,443,35178,TCP,1320934424,A,'',60
508,1728941764422,192.168.29.130,146.75.29.140,35178,443,TCP,1337810496,PA,'',143
509,1728941764422,146.75.29.140,192.168.29.130,443,35178,TCP,1320934424,A,'',60
510,1728941764422,192.168.29.130,146.75.29.140,35178,443,TCP,1337810585,PA,'',89
511,1728941764422,146.75.29.140,192.168.29.130,443,35178,TCP,1320934424,A,'',60
512,1728941764422,192.168.29.130,146.75.29.140,35178,443,TCP,1337810620,PA,'',147
513,1728941764422,146.75.29.140,192.168.29.130,443,35178,TCP,1320934424,A,'',60
514,1728941764422,192.168.29.2,192.168.29.130,53,34862,UDP,N/A,N/A,'',121
515,1728941764422,192.168.29.2,192.168.29.130,53,34862,UDP,N/A,N/A,'',133
516,1728941764423,192.168.29.130,142.251.16.94,52398,80,TCP,2658976750,S,'',74
517,1728941764423,192.168.29.130,146.75.29.140,35178,443,TCP,1337810713,PA,'',155
518,1728941764423,146.75.29.140,192.168.29.130,443,35178,TCP,1320934424,A,'',60
519,1728941764424,192.168.29.130,146.75.29.140,35178,443,TCP,1337810814,PA,'',89
520,1728941764424,146.75.29.140,192.168.29.130,443,35178,TCP,1320934424,A,'',60
521,1728941764424,192.168.29.130,146.75.29.140,35178,443,TCP,1337810849,PA,'',89
522,1728941764424,146.75.29.140,192.168.29.130,443,35178,TCP,1320934424,A,'',60
523,1728941764425,192.168.29.130,146.75.29.140,35178,443,TCP,1337810884,PA,'',89
524,1728941764425,146.75.29.140,192.168.29.130,443,35178,TCP,1320934424,A,'',60
525,1728941764428,192.168.29.130,146.75.29.140,35178,443,TCP,1337810919,PA,'',89
526,1728941764428,146.75.29.140,192.168.29.130,443,35178,TCP,1320934424,A,'',60
527,1728941764428,192.168.29.130,146.75.29.140,35178,443,TCP,1337810954,PA,'',146
528,1728941764428,146.75.29.140,192.168.29.130,443,35178,TCP,1320934424,A,'',60
529,1728941764428,192.168.29.130,146.75.29.140,35178,443,TCP,1337811046,PA,'',143
530,1728941764428,146.75.29.140,192.168.29.130,443,35178,TCP,1320934424,A,'',60
531,1728941764429,192.168.29.130,146.75.29.140,35178,443,TCP,1337811135,PA,'',89
532,1728941764429,146.75.29.140,192.168.29.130,443,35178,TCP,1320934424,A,'',60
533,1728941764431,192.168.29.130,146.75.29.140,35178,443,TCP,1337811170,PA,'',89
534,1728941764432,146.75.29.140,192.168.29.130,443,35178,TCP,1320934424,A,'',60
535,1728941764439,192.168.29.130,146.75.29.140,35178,443,TCP,1337811205,PA,'',155
536,1728941764439,146.75.29.140,192.168.29.130,443,35178,TCP,1320934424,A,'',60
537,1728941764439,192.168.29.130,146.75.29.140,35178,443,TCP,1337811306,PA,'',150
538,1728941764439,146.75.29.140,192.168.29.130,443,35178,TCP,1320934424,A,'',60
539,1728941764439,192.168.29.130,146.75.29.140,35178,443,TCP,1337811402,PA,'',152
540,1728941764439,146.75.29.140,192.168.29.130,443,35178,TCP,1320934424,A,'',60
541,1728941764440,146.75.29.140,192.168.29.130,443,35178,TCP,1320934424,PA,'',2942
542,1728941764440,146.75.29.140,192.168.29.130,443,35178,TCP,1320937312,PA,'',1446
543,1728941764440,192.168.29.130,146.75.29.140,35178,443,TCP,1337811500,A,'',54
544,1728941764440,146.75.29.140,192.168.29.130,443,35178,TCP,1320938704,PA,'',2817
545,1728941764440,142.251.16.94,192.168.29.130,80,52398,TCP,1062354376,SA,'',60
546,1728941764440,192.168.29.130,142.251.16.94,52398,80,TCP,2658976751,A,'',54
547,1728941764440,192.168.29.130,146.75.29.140,35178,443,TCP,1337811500,A,'',54
548,1728941764440,192.168.29.130,146.75.29.140,35178,443,TCP,1337811500,PA,'',148
549,1728941764440,146.75.29.140,192.168.29.130,443,35178,TCP,1320941467,A,'',60
550,1728941764440,192.168.29.130,146.75.29.140,35178,443,TCP,1337811594,PA,'',149
551,1728941764440,146.75.29.140,192.168.29.130,443,35178,TCP,1320941467,A,'',60
552,1728941764440,192.168.29.130,142.251.16.94,52398,80,TCP,2658976751,PA,'',482
553,1728941764441,142.251.16.94,192.168.29.130,80,52398,TCP,1062354377,A,'',60
554,1728941764441,192.168.29.130,146.75.29.140,35178,443,TCP,1337811689,PA,'',155
555,1728941764441,146.75.29.140,192.168.29.130,443,35178,TCP,1320941467,A,'',60
556,1728941764445,192.168.29.130,146.75.29.140,35178,443,TCP,1337811790,PA,'',141
557,1728941764445,146.75.29.140,192.168.29.130,443,35178,TCP,1320941467,A,'',60
558,1728941764446,192.168.29.130,146.75.29.140,35178,443,TCP,1337811877,PA,'',89
559,1728941764446,192.168.29.130,146.75.29.140,35178,443,TCP,1337811912,PA,'',89
560,1728941764446,146.75.29.140,192.168.29.130,443,35178,TCP,1320941467,A,'',60
561,1728941764446,146.75.29.140,192.168.29.130,443,35178,TCP,1320941467,A,'',60
562,1728941764446,192.168.29.130,146.75.29.140,35178,443,TCP,1337811947,PA,'',146
